id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
108,SIM En Yi Letitia,SIM EYL,En Yi Letitia SIM,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,03/03/2003,,Singapore,SINGAPORE,Singapore,English,SIM,En Yi Letitia,SG
109,TAN Jonathan Eu Jin,TAN JEJ,Jonathan Eu Jin TAN,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,11/03/2002,SINGAPORE,Singapore,"STANFORD, CA",United States,"English, Mandarin",TAN,Jonathan Eu Jin,SG
110,PEREIRA Veronica Shanti,PEREIRA VS,Veronica Shanti PEREIRA,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,20/09/1996,,Singapore,SINGAPORE,Singapore,English,PEREIRA,Veronica Shanti,SG
111,ZAID TAHSEEN,ZAID TAHSEEN,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,29/01/2001,NAJAF,Iraq,,Iraq,Arabic,ZAID TAHSEEN,,IQ
112,HUSSEIN AMER,HUSSEIN AMER,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,28/04/2002,MUTHANNA,Iraq,,,,HUSSEIN AMER,,IQ
113,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Bertrand Rhodict ANAK LISES,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,28/05/2005,SARAWAK,Malaysia,KUALA LUMPUR,Malaysia,English,ANAK LISES,Bertrand Rhodict,MY
114,HUSSEIN LAWEND,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,20/01/2001,,Iraq,,Iraq,Arabic,HUSSEIN LAWEND,,IQ
115,WONG Guanjie Johnathan,WONG GJ,Guanjie Johnathan WONG,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,23/08/1992,MELAKA,Malaysia,KUALA LUMPUR,Malaysia,"English, Malay, Mandarin",WONG,Guanjie Johnathan,MY
116,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Nur Aisyah MOHAMAD ZUBIR,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,04/10/1997,KEMAMAN,Malaysia,KUALA TERENGGANU,Malaysia,Malay,MOHAMAD ZUBIR,Nur Aisyah,MY
117,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Nur Shazrin MOHAMAD LATIF,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,02/02/1998,JOHOR,Malaysia,LANGKAWI,Malaysia,"English, Malay",MOHAMAD LATIF,Nur Shazrin,MY
118,ALI JASIM,ALI JASIM,ALI JASIM,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,20/01/2004,BAGHDAD,Iraq,,Iraq,Arabic,ALI JASIM,,IQ
119,KARRAR SAAD,KARRAR SAAD,KARRAR SAAD,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,22/03/2001,,Iraq,,Iraq,Arabic,KARRAR SAAD,,IQ
120,KARRAR MOHAMMED,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,06/01/2001,,Iraq,,Iraq,Arabic,KARRAR MOHAMMED,,IQ
121,NIHAD MOHAMMED,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,14/01/2001,,Iraq,,Iraq,Arabic,NIHAD MOHAMMED,,IQ
122,DOUA Camil,DOUA C,Camil DOUA,Male,Athlete,MTN,Mauritania,Mauritania,Mauritania,Mauritania,MTN,23/02/2002,VALENCIENNES,France,,France,"Arabic, French",DOUA,Camil,FR
123,CHEW Caroline,CHEW C,Caroline CHEW,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,18/04/1992,SINGAPORE,Singapore,LONDON,Great Britain,"English, Mandarin",CHEW,Caroline,SG
124,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Margarita HERNANDEZ FLORES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,03/12/1985,SAN ANDRES CUEXCONTITLAN,Mexico,TOLUCA,Mexico,Spanish,HERNANDEZ FLORES,Margarita,MX
125,SALIMI Arian,SALIMI A,Arian SALIMI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,16/12/2003,KERMANSHAH,IR Iran,,IR Iran,Farsi,SALIMI,Arian,
126,BARKHORDARI Mehran,BARKHORDARI M,Mehran BARKHORDARI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,26/07/2000,QAZVIN,IR Iran,,IR Iran,Farsi,BARKHORDARI,Mehran,
127,NEMATZADEH Mobina,NEMATZADEH M,Mobina NEMATZADEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,17/05/2005,,IR Iran,,IR Iran,Farsi,NEMATZADEH,Mobina,
128,KIYANICHANDEH Nahid,KIYANICHANDEH N,Nahid KIYANICHANDEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,01/08/1998,ESFAHAN,IR Iran,,IR Iran,"English, Persian",KIYANICHANDEH,Nahid,
129,MPALI Adam,MPALI A,Adam MPALI,Male,Athlete,GAB,Gabon,Gabon,Gabon,Gabon,GAB,29/05/2002,,,,,French,MPALI,Adam,
130,AMISON Naima-Zahra,AMISON NZ,Naima-Zahra AMISON,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,10/10/2003,,,,,,AMISON,Naima-Zahra,
131,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Paulo STREHLKE DELGADO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/01/2006,CUERNAVACA,Mexico,,,Spanish,STREHLKE DELGADO,Paulo,MX
132,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Martha SANDOVAL AYALA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,14/08/1998,,,BAJA CALIFORNIA,Mexico,Spanish,SANDOVAL AYALA,Martha,
133,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Alejandra ESTUDILLO TORRES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,20/05/2005,CHIAPAS,Mexico,,,Spanish,ESTUDILLO TORRES,Alejandra,MX
134,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Juan Manuel CELAYA HERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,01/09/1998,MONTERREY,Mexico,,,"English, Spanish",CELAYA HERNANDEZ,Juan Manuel,MX
135,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Aranza VAZQUEZ MONTANO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,21/08/2002,LA PAZ,Mexico,,,"English, Spanish",VAZQUEZ MONTANO,Aranza,MX
136,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Reza ALI POUR,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,29/04/1994,QAZVIN,IR Iran,,,"English, Farsi",ALIPOUR SHENAZANDIFARD,Reza,
137,ALAMIAN Nima,ALAMIAN N,Nima ALAMIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,24/12/1992,BABOL,IR Iran,,,"English, Farsi",ALAMIAN,Nima,
138,ALAMIYAN Noshad,ALAMIYAN N,Noshad ALAMIYAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/11/1991,BABOL,IR Iran,,,"English, Farsi",ALAMIYAN,Noshad,
139,YASEEN Taha Hussein,YASEEN TH,Taha Hussein YASEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,01/01/1998,,Iraq,,,,YASEEN,Taha Hussein,IQ
140,MAAN Tulika,MAAN T,Tulika MAAN,Female,Athlete,IND,India,India,India,India,IND,09/09/1998,NEW DELHI,India,NEW DELHI,India,"English, Hindi, Punjabi",MAAN,Tulika,IN
141,ANCER Abraham,ANCER A,Abraham ANCER,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,27/02/1991,"MCALLEN, TX",United States,,,English,ANCER,Abraham,US
142,SHARMA Shubhankar,SHARMA S,Shubhankar SHARMA,Male,Athlete,IND,India,India,India,India,IND,21/07/1996,JHANSI,India,,,English,SHARMA,Shubhankar,IN
143,BHULLAR Gaganjeet,BHULLAR G,Gaganjeet BHULLAR,Male,Athlete,IND,India,India,India,India,IND,27/04/1988,AMRITSAR,India,,India,English,BHULLAR,Gaganjeet,IN
144,GIRMA Ermias,GIRMA E,Ermias GIRMA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/01/2005,EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Gurage",GIRMA,Ermias,ET
145,ROJAS Carlos,ROJAS C,Carlos ROJAS,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,14/01/2000,,,,,"German, Spanish",ROJAS,Carlos,
146,MARTINEZ WING Bruno,MARTINEZ WING B,Bruno MARTINEZ WING,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,08/03/1998,,,SALTILLO,Mexico,Spanish,MARTINEZ WING,Bruno,
147,VAZQUEZ Ana,VAZQUEZ A,Ana VAZQUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,05/10/2000,RAMOS ARIZPE,Mexico,MONCLOVA,Mexico,"English, Spanish",VAZQUEZ,Ana,MX
148,RIVERA Edgar,RIVERA E,Edgar RIVERA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,13/02/1991,AGUA PRIETA,Mexico,ZURICH,Switzerland,"English, Spanish",RIVERA,Edgar,MX
149,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Cecilia TAMAYO-GARZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,04/03/1997,LEON,Mexico,"HOUSTON, TX",United States,"English, Spanish",TAMAYO-GARZA,Cecilia,MX
150,ALEMU Habitam,ALEMU H,Habitam ALEMU,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,09/07/1997,MERAWI,Ethiopia,ADDIS ABABA,Ethiopia,Amharic,ALEMU,Habitam,ET
151,MESELE Worknesh,MESELE W,Worknesh MESELE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,11/06/2001,SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Sidaama",MESELE,Worknesh,ET
152,DUGUMA Tsige,DUGUMA T,Tsige DUGUMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,23/02/2001,"KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Gumuz",DUGUMA,Tsige,ET
153,ASHOK Aditi,ASHOK A,Aditi ASHOK,Female,Athlete,IND,India,India,India,India,IND,29/03/1998,BENGALURU,India,BENGALURU,India,English,ASHOK,Aditi,IN
154,DAGAR Diksha,DAGAR D,Diksha DAGAR,Female,Athlete,IND,India,India,India,India,IND,14/12/2000,JHAJJAR,India,DELHI,India,English,DAGAR,Diksha,IN
155,FAYISA Abdisa,FAYISA A,Abdisa FAYISA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,24/04/2005,"LEMEN DISTRICT, OROMIA REGION",Ethiopia,"SULULTA, OROMIA REGION",Ethiopia,"Amharic, Oromo",FAYISA,Abdisa,ET
156,GUERRERO Ilse,GUERRERO I,Ilse GUERRERO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,24/03/1993,GUADALUPE,Mexico,ZACATECAS,Mexico,Spanish,GUERRERO,Ilse,MX
157,CHAMA Noel,CHAMA N,Noel CHAMA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,15/09/1997,IXTAPALUCA,Mexico,MEXICO CITY,Mexico,Spanish,CHAMA,Noel,MX
158,ORTIZ Ricardo,ORTIZ R,Ricardo ORTIZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,07/02/1995,CORDOBA,Mexico,MEXICO CITY,Mexico,Spanish,ORTIZ,Ricardo,MX
159,SHAHSAVARI Neda,SHAHSAVARI N,Neda SHAHSAVARI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/09/1986,KERMANSHAH,IR Iran,,,,SHAHSAVARI,Neda,
160,FALLAH Mobina,FALLAH M,Mobina FALLAH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,13/08/1999,,,,,Persian,FALLAH,Mobina,
161,LOH Kean Yew,LOH KY,Kean Yew LOH,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,26/06/1997,PENANG,Malaysia,,Singapore,"English, Malay, Mandarin",LOH,Kean Yew,MY
162,HEE Yong Kai Terry,HEE YKT,Yong Kai Terry HEE,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,06/07/1995,,Singapore,,,"English, Malay, Mandarin",HEE,Yong Kai Terry,SG
163,TAN Wei Han Jessica,TAN WHJ,Wei Han Jessica TAN,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,16/07/1993,,Singapore,,Singapore,"English, Mandarin",TAN,Wei Han Jessica,SG
164,YEO Jia Min,YEO JM,Jia Min YEO,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,01/02/1999,,Singapore,,Singapore,"English, Mandarin",YEO,Jia Min,SG
165,LABIB Ali,LABIB A,Ali LABIB,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/09/2002,TABRIZ,IR Iran,,,Persian,LABIB,Ali,
166,FASIHI Farzaneh,FASIHI F,Farzaneh FASIHI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,03/01/1993,ISFAHAN,IR Iran,TEHERAN,IR Iran,Persian,FASIHI,Farzaneh,
167,TAFTIAN Hassan,TAFTIAN H,Hassan TAFTIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,04/05/1993,TORBAT-E HEYDARIEH,IR Iran,,,"English, Farsi, French",TAFTIAN,Hassan,
168,PANWAR Balraj,PANWAR B,Balraj PANWAR,Male,Athlete,IND,India,India,India,India,IND,26/07/1999,KAIMLA,India,,,Hindi,PANWAR,Balraj,IN
169,RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,02/02/1992,ST ANDREW,Jamaica,KINGSTON,Jamaica,"English, Spanish",RICKETTS,Shanieka,JM
170,HARRIS Naquille,HARRIS N,Naquille HARRIS,Male,Athlete,SKN,St Kitts and Nevis,Saint Kitts and Nevis,St Kitts and Nevis,Saint Kitts and Nevis,SKN,16/05/2002,"NEW YORK CITY, NY",United States,,United States,English,HARRIS,Naquille,US
171,DAVOUDI Ali,DAVOUDI A,Ali DAVOUDI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,22/03/1999,,IR Iran,TEHRAN,IR Iran,Farsi,DAVOUDI,Ali,
172,JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Mir Mostafa JAVADI ALIABADI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,22/06/2000,,,,,Persian,JAVADI ALIABADI,Mir Mostafa,
173,WELTEJI Diribe,WELTEJI D,Diribe WELTEJI,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,13/05/2002,"WEST SHEWA, OROMIA REGION",Ethiopia,LEGETAFO,Ethiopia,"Amharic, Oromo",WELTEJI,Diribe,ET
174,HAYLOM Birke,HAYLOM B,Birke HAYLOM,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,06/01/2006,"ALAJE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,Tigrinya,HAYLOM,Birke,ET
175,HAILU Freweyni,HAILU F,Freweyni HAILU,Female,Alternate Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,12/02/2001,"WERIE LEHE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya",HAILU,Freweyni,ET
176,AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Ali AGHAMIRZAEIJENAGHARD,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,04/03/1993,BANDAR-E ANZALI,IR Iran,BANDAR-E ANZALI,IR Iran,"English, Farsi",AGHAMIRZAEIJENAGHARD,Ali,
177,MAYALA Freddy,MAYALA F,Freddy MAYALA,Male,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,18/06/2000,,,,,French,MAYALA,Freddy,
178,AREGAWI Berihu,AREGAWI B,Berihu AREGAWI,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,28/02/2001,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya",AREGAWI,Berihu,ET
179,KEJELCHA Yomif,KEJELCHA Y,Yomif KEJELCHA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,01/08/1997,ELFETA,Ethiopia,LEGETAFO,Ethiopia,"Amharic, Oromo",KEJELCHA,Yomif,ET
180,GEBRHIWET Hagos,GEBRHIWET H,Hagos GEBRHIWET,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,11/05/1994,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya",GEBRHIWET,Hagos,ET
181,BOBIMBO Vanessa,BOBIMBO V,Vanessa BOBIMBO,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,08/12/1999,,,,,,BOBIMBO,Vanessa,
182,NGOYE Natacha,NGOYE N,Natacha NGOYE,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,15/08/1993,POINTE-NOIRE,Congo,,France,French,NGOYE,Natacha,CG
183,SAIKHOM Mirabai Chanu,SAIKHOM MC,Mirabai Chanu SAIKHOM,Female,Athlete,IND,India,India,India,India,IND,08/08/1994,NONGPOK KAKCHING,India,MANIPUR,India,English,SAIKHOM,Mirabai Chanu,IN
184,BAREGA Selemon,BAREGA S,Selemon BAREGA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/01/2000,"BITANA VILLAGE, GURAGE ZONE",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, English, Gurage",BAREGA,Selemon,ET
185,TEFERA Samuel,TEFERA S,Samuel TEFERA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,23/10/1999,"MIDAKEGN, OROMIA REGION",Ethiopia,BURAYU,Ethiopia,"Amharic, Oromo",TEFERA,Samuel,ET
186,YIHUNE Addisu,YIHUNE A,Addisu YIHUNE,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,17/03/2003,"DEGA DAMOT DISTRICT, AMHARA REGION",Ethiopia,ADDIS ABABA,Ethiopia,Amharic,YIHUNE,Addisu,ET
187,MEHARY Biniam,MEHARY B,Biniam MEHARY,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/12/2006,"FREWEYNI (SINKATA), TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya",MEHARY,Biniam,ET
188,TAYE Ejgayehu,TAYE E,Ejgayehu TAYE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,10/02/2000,"MENDIDA, OROMIA REGION",Ethiopia,,Ethiopia,Oromo,TAYE,Ejgayehu,ET
189,EISA Medina,EISA M,Medina EISA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,03/01/2005,DEBRE MARKOS,Ethiopia,ADDIS ABABA,Ethiopia,Amharic,EISA,Medina,ET
190,GEBRESELAMA Tsigie,GEBRESELAMA T,Tsigie GEBRESELAMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,30/09/2000,"SAESI TSAEDAEMBA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, English, Tigrinya",GEBRESELAMA,Tsigie,ET
191,ZENG Jian,ZENG J,ZENG Jian,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,19/11/1996,LOUDI,China,,,Mandarin,ZENG,Jian,CN
192,QUEK Izaac,QUEK I,QUEK Izaac,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,26/05/2006,,,,,English,QUEK,Izaac,
193,VEGA Jerome,VEGA J,Jerome VEGA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,07/04/1995,LUQUILLO,Puerto Rico,LUQUILLO,Puerto Rico,Spanish,VEGA,Jerome,PR
194,OWENS-DELERME Ayden,OWENS-DELERME A,Ayden OWENS-DELERME,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,28/05/2000,"PITTSBURGH, PA",United States,SAN GERMAN,Puerto Rico,"English, Spanish",OWENS-DELERME,Ayden,US
195,de ORBETA Rachelle,de ORBETA R,Rachelle de ORBETA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,27/03/2000,,Puerto Rico,BOGOTA,Colombia,Spanish,ORBETA,de Rachelle,PR
196,SCOTT Gabby,SCOTT G,Gabby SCOTT,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,13/01/1997,WEISBADEN,Germany,"ORLANDO, FL",United States,English,SCOTT,Gabby,DE
197,D'AMOUR Nicholas,D'AMOUR N,Nicholas D'AMOUR,Male,Athlete,ISV,"Virgin Islands, US","Virgin Islands, US",United States,United States of America,USA,04/09/2001,NEW JERSEY,United States,CHARLOTTE AMALIE,"Virgin Islands, US",English,D'AMOUR,Nicholas,US
198,CASTRO RIVERA Luis,CASTRO RIVERA L,Luis CASTRO RIVERA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,29/01/1991,CAROLINA,Puerto Rico,SAN JUAN,Puerto Rico,"English, Spanish",CASTRO RIVERA,Luis,PR
199,CEBALLOS Macarena,CEBALLOS M,Macarena CEBALLOS,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,12/01/1995,"RIO CUARTO, CORDOBA",Argentina,BUENOS AIRES,Argentina,Spanish,CEBALLOS,Macarena,AR
200,CAMACHO-QUINN Jasmine,CAMACHO-QUINN J,Jasmine CAMACHO-QUINN,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,21/08/1996,"CHARLESTON, SC",United States,"ORLANDO, FL",United States,English,CAMACHO-QUINN,Jasmine,US
201,CHEVRIER Luc,CHEVRIER L,Luc CHEVRIER,Male,Athlete,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,LCA,30/06/1999,LA ROCHELLE,France,,Saint Lucia,"English, French, Spanish",CHEVRIER,Luc,FR
202,FERNANDEZ GAMBOA Pedro Luis,FERNANDEZ GAMBOA P,Pedro Luis FERNANDEZ GAMBOA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,12/06/1997,,Cuba,,Puerto Rico,Spanish,FERNANDEZ GAMBOA,Pedro Luis,CU
203,RIVERA Sebastian C,RIVERA SC,Sebastian C RIVERA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,27/08/1998,"TOMS RIVER, NJ",United States,"NEW BRUNSWICK, NJ",United States,English,RIVERA C,Sebastian,US
204,LOZADA MOTTA Ashleyann,LOZADA MOTTA A,Ashleyann LOZADA MOTTA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,19/07/1991,COROZAL,Puerto Rico,SAN JUAN,Puerto Rico,"English, Spanish",LOZADA MOTTA,Ashleyann,PR
205,PULIDO ORTIZ Celia,PULIDO ORTIZ C,Celia PULIDO ORTIZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,01/01/2003,LEON,Mexico,"CARBONDALE, IL",United States,"English, Spanish",PULIDO ORTIZ,Celia,MX
206,HYDE Jaheel,HYDE J,Jaheel HYDE,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,02/02/1997,KINGSTON,Jamaica,KINGSTON,Jamaica,English,HYDE,Jaheel,JM
207,IGA Jorge,IGA J,Jorge IGA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,12/01/1997,SAN LUIS POTOSI,Mexico,,,"English, Spanish",IGA,Jorge,MX
208,HEIN Agostina,HEIN A,Agostina HEIN,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,24/04/2008,SANTA FE,Argentina,ZARATE,Argentina,Spanish,HEIN,Agostina,AR
209,SASSER Mathlynn,SASSER M,Mathlynn SASSER,Female,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,25/12/1996,MILI,Marshall Islands,"KANSAS CITY, MO",United States,"English, Marshallese",SASSER,Mathlynn,MH
210,HEPLER Kayla,HEPLER K,Kayla HEPLER,Female,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,22/03/2002,,,,,,HEPLER,Kayla,
211,KINONO Philli,KINONO P,Phillip KINONO,Male,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,10/12/1997,MAJURO,Marshall Islands,,United States,English,KINONO,Philli,MH
212,GARRIDO Luis Ramon,GARRIDO LR,Luis Ramon GARRIDO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/05/1996,MONTERREY,Mexico,MONTERREY,Mexico,Spanish,GARRIDO,Luis Ramon,MX
213,MARTINEZ Paulina,MARTINEZ P,Paulina MARTINEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/04/1999,,Mexico,,Mexico,Spanish,MARTINEZ,Paulina,MX
214,AWITI ALCARAZ Prisca,AWITI ALCARAZ P,Prisca AWITI ALCARAZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,20/02/1996,LONDON,Great Britain,LONDON,Great Britain,"English, Spanish",AWITI ALCARAZ,Prisca,GB
215,REZAEI Mohammad Nabi,REZAEI MN,Mohammad Nabi REZAEI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,10/04/1999,BABOLSAR,IR Iran,,,Farsi,REZAEI,Mohammad Nabi,
